#    L    TT             EE             BB             TE          
   295    0.44772E-02    0.77231E-04    0.61492E-04    0.21462E-04
   296    0.44610E-02    0.77560E-04    0.61671E-04    0.25819E-04
   297    0.44477E-02    0.77876E-04    0.61849E-04    0.30227E-04
   298    0.44373E-02    0.78181E-04    0.62025E-04    0.34685E-04
   299    0.44299E-02    0.78472E-04    0.62199E-04    0.39189E-04
   300    0.44256E-02    0.78750E-04    0.62371E-04    0.43738E-04
   301    0.44246E-02    0.79014E-04    0.62542E-04    0.48328E-04
   302    0.44268E-02    0.79266E-04    0.62711E-04    0.52954E-04
   303    0.44321E-02    0.79504E-04    0.62878E-04    0.57613E-04
   304    0.44404E-02    0.79730E-04    0.63044E-04    0.62299E-04
   305    0.44516E-02    0.79944E-04    0.63209E-04    0.67007E-04
   306    0.44656E-02    0.80147E-04    0.63373E-04    0.71732E-04
   307    0.44825E-02    0.80337E-04    0.63536E-04    0.76470E-04
   308    0.45020E-02    0.80517E-04    0.63698E-04    0.81214E-04
   309    0.45241E-02    0.80687E-04    0.63859E-04    0.85962E-04
   310    0.45487E-02    0.80846E-04    0.64020E-04    0.90706E-04
   311    0.45757E-02    0.80995E-04    0.64180E-04    0.95443E-04
   312    0.46051E-02    0.81135E-04    0.64340E-04    0.10017E-03
   313    0.46367E-02    0.81266E-04    0.64499E-04    0.10488E-03
   314    0.46705E-02    0.81387E-04    0.64658E-04    0.10956E-03
   315    0.47064E-02    0.81501E-04    0.64818E-04    0.11422E-03
   316    0.47443E-02    0.81606E-04    0.64977E-04    0.11885E-03
   317    0.47842E-02    0.81704E-04    0.65137E-04    0.12344E-03
   318    0.48258E-02    0.81795E-04    0.65297E-04    0.12798E-03
   319    0.48692E-02    0.81879E-04    0.65457E-04    0.13248E-03
   320    0.49143E-02    0.81956E-04    0.65619E-04    0.13693E-03
   321    0.49609E-02    0.82027E-04    0.65780E-04    0.14132E-03
   322    0.50091E-02    0.82092E-04    0.65943E-04    0.14566E-03
   323    0.50587E-02    0.82152E-04    0.66107E-04    0.14992E-03
   324    0.51095E-02    0.82207E-04    0.66271E-04    0.15411E-03
   325    0.51617E-02    0.82257E-04    0.66437E-04    0.15823E-03
   326    0.52150E-02    0.82303E-04    0.66604E-04    0.16226E-03
   327    0.52694E-02    0.82345E-04    0.66773E-04    0.16621E-03
   328    0.53247E-02    0.82384E-04    0.66943E-04    0.17007E-03
   329    0.53810E-02    0.82419E-04    0.67115E-04    0.17383E-03
   330    0.54381E-02    0.82452E-04    0.67289E-04    0.17749E-03
   331    0.54960E-02    0.82482E-04    0.67465E-04    0.18105E-03
   332    0.55545E-02    0.82510E-04    0.67642E-04    0.18449E-03
   333    0.56135E-02    0.82536E-04    0.67822E-04    0.18782E-03
   334    0.56731E-02    0.82561E-04    0.68004E-04    0.19103E-03
   335    0.57330E-02    0.82585E-04    0.68189E-04    0.19411E-03
   336    0.57933E-02    0.82609E-04    0.68376E-04    0.19707E-03
   337    0.58538E-02    0.82632E-04    0.68566E-04    0.19988E-03
   338    0.59145E-02    0.82655E-04    0.68759E-04    0.20256E-03
   339    0.59752E-02    0.82679E-04    0.68954E-04    0.20509E-03
   340    0.60359E-02    0.82704E-04    0.69153E-04    0.20747E-03
   341    0.60965E-02    0.82731E-04    0.69354E-04    0.20970E-03
   342    0.61569E-02    0.82759E-04    0.69559E-04    0.21176E-03
